
----
./data/060618/rapid-response-007_reports/chrf_rna_0002_s2.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
19	58	7	Bacteria	1763	50.3	1.2	738.4	2.5	Mycobacterium sp. YC-RL4	1.3	0.8	-0.3	19.7	-0.2	Mycobacterium abscessus	56.9	Mycobacterium sp. YC-RL4	0.19828141783029	0.00763832344616339
20	10	14	Bacteria	590	19.2	4.3	19.4	4.3	Salmonella enterica	13.0	15.4	3.4	15.4	3.3	Salmonella enterica	62.9	Salmonella enterica	0.005209452201933405	0.005971075181264783
21	14	6	Bacteria	1269	56.3	0.2	59.6	0.1	Micrococcus luteus	23.8	9.3	-0.1	14.8	-0.1	Micrococcus luteus	2.3	Micrococcus luteus	0.016004296455424276	0.005738435888488233
22	13	1	Bacteria	724	437.6	24.8	442.8	10.9	Haemophilus influenzae	149.5	9.8	0.0	14.7	-0.0	[Haemophilus] ducreyi	0.5	Haemophilus influenzae	0.11890440386680988	0.005699662673025474
23	36	9	Bacteria	57493	38.9	0.5	71.4	0.1	Kocuria palustris	17.9	1.7	-0.2	14.4	-0.2	Kocuria palustris	0.3	Kocuria palustris	0.01917293233082707	0.0055833430266371996
24	19	215	Bacteria	1578	0.9	0.1	3.9	-0.3	Lactobacillus plantarum	0.9	5.3	-0.1	14.2	-0.2	Lactobacillus crispatus	8.8	Lactobacillus crispatus	0.0010472610096670246	0.0055057965957116825



----
./data/060618/rapid-response-007_reports/chrf_rna_0016_s16.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	1	78	Bacteria	561	2.2	-0.1	2.3	-0.1	Escherichia coli	1.7	67.5	0.1	74.9	0.1	Escherichia coli	97.9	Escherichia coli	0.0024556907964979713	0.13287209508603864
1	7	4	Bacteria	286	19.7	0.5	62.2	-0.3	Pseudomonas stutzeri	8.7	8.6	1.3	67.9	-0.2	Pseudomonas fragi	3.9	Pseudomonas fragi	0.06641042067051035	0.12045414227425934
2	9	31	Bacteria	13687	5.3	-0.2	33.4	-0.1	Sphingomonas melonis	1.1	7.3	0.1	49.2	-0.1	Sphingomonas taxi	0.1	Sphingomonas taxi	0.035660901131753145	0.0872804683342203
3	3	50	Bacteria	1060	3.6	1.2	5.9	0.5	Rhodobacter sphaeroides	0.4	22.3	17.0	41.1	5.6	Rhodobacter sp. LPB0142	0.1	Rhodobacter sp. LPB0142	0.006299380738842623	0.07291112293773282
4	4	22	Bacteria	43668	7.3	2.3	18.8	0.7	Brachybacterium faecium	1.9	10.8	1.3	32.2	1.4	Brachybacterium sp. VR2415	0.6	Brachybacterium sp. VR2415	0.02007260303224429	0.05712258293418484
5	2	0	Bacteria	1912216	371.1	1.1	381.7	1.2	Cutibacterium acnes	124.7	28.5	-0.1	30.8	-0.1	Cutibacterium acnes	30.6	Cutibacterium acnes	0.4075379030535981	0.054638992371828975
6	41	342	Bacteria	46255	0.2	-0.1	0.3	-0.1	Weissella cibaria	0.1	0.9	4.8	30.2	3.1	Weissella hellenica	0.3	Weissella hellenica	0.00032030749519538755	0.0535745964165336
7	21	114	Bacteria	1301	1.4	-0.2	5.9	-0.2	Streptococcus pneumoniae	4.0	1.8	-0.1	24.1	-0.2	Streptococcus thermophilus	0.1	Streptococcus thermophilus	0.006299380738842623	0.042753237537697344
8	14	13	Bacteria	265	10.1	0.2	28.7	0.3	Paracoccus yeei	3.8	4.8	0.7	22.7	0.2	Paracoccus contaminans	0.2	Paracoccus yeei	0.030642750373692077	0.04026964697534148
9	8	5	Bacteria	40323	14.6	-0.3	22.1	-0.3	Stenotrophomonas maltophilia	6.9	7.5	-0.3	22.4	-0.3	Stenotrophomonas maltophilia	3.2	Stenotrophomonas maltophilia	0.023595985479393553	0.0397374489976938
10	25	6	Bacteria	407	14.3	-0.0	114.5	-0.2	Methylobacterium radiotolerans	5.5	1.7	-0.3	19.7	-0.3	Methylobacterium aquaticum	0.4	Methylobacterium radiotolerans	0.12225069399957292	0.034947667198864635
11	6	3	Bacteria	57493	39.4	0.5	59.9	0.0	Kocuria palustris	18.5	9.2	-0.0	18.4	-0.1	Kocuria palustris	0.6	Kocuria palustris	0.06395472987401238	0.03264147596239133
12	45	77	Bacteria	32207	2.2	-0.2	3.3	-0.2	Rothia mucilaginosa	0.3	0.8	-0.1	18.3	-0.0	Rothia aeria	0.4	Rothia aeria	0.003523382447149263	0.03246407663650877
13	20	7	Bacteria	1716	14.0	0.6	121.0	-0.0	Corynebacterium ureicelerivorans	3.9	2.1	-0.2	15.9	-0.2	Corynebacterium ureicelerivorans	0.1	Corynebacterium ureicelerivorans	0.12919068972880632	0.028206492815327295
14	13	15	Bacteria	469	8.6	-0.1	30.5	-0.1	Acinetobacter baumannii	3.9	5.4	-0.2	14.5	-0.1	Acinetobacter johnsonii	0.4	Acinetobacter baumannii	0.0325645953448644	0.02572290225297143
15	64	25	Bacteria	1279	6.1	-0.3	13.8	-0.3	Staphylococcus epidermidis	1.6	0.4	-0.3	12.3	-0.3	Staphylococcus aureus	11.3	Staphylococcus epidermidis	0.014734144778987828	0.021820117083555076
16	5	242	Bacteria	590	0.5	-0.1	0.6	-0.1	Salmonella enterica	0.8	10.4	2.2	10.6	2.2	Salmonella enterica	44.9	Salmonella enterica	0.0006406149903907751	0.01880432854355153
17	34	34	Bacteria	357	4.9	5.0	7.5	-0.2	Agrobacterium sp. RAC06	0.3	1.0	-0.3	8.3	-0.2	Agrobacterium tumefaciens	1.1	Agrobacterium tumefaciens	0.008007687379884689	0.014724144048252613
18	65	75	Bacteria	2053	2.2	-0.3	7.9	-0.3	Gordonia terrae	0.1	0.4	-0.3	8.1	-0.3	Gordonia polyisoprenivorans	0.2	Gordonia polyisoprenivorans	0.008434764040145206	0.014369345396487489
19	55	104	Bacteria	165696	1.5	-0.1	3.8	-0.1	Novosphingobium resinovorum	0.2	0.5	0.1	7.5	0.2	Novosphingobium sp. PP1Y	6.6	Novosphingobium sp. PP1Y	0.004057228272474909	0.01330494944119212
20	10	135	Bacteria	152053	1.2	-0.1	1.2	-0.1	Starkeya novella	0.5	6.8	1.1	7.2	1.2	Starkeya novella	0.3	Starkeya novella	0.0012812299807815502	0.012772751463544436
21	19	240	Bacteria	13134	0.5	1.6	1.5	0.3	Magnetospirillum gryphiswaldense	0.6	2.2	8.9	7.2	2.7	Magnetospirillum gryphiswaldense	36.9	Magnetospirillum gryphiswaldense	0.0016015374759769379	0.012772751463544436
22	12	158	Bacteria	279	1.0	-0.3	1.1	-0.3	Xanthobacter autotrophicus	0.3	5.9	-0.2	7.1	-0.1	Xanthobacter autotrophicus	0.9	Xanthobacter autotrophicus	0.001174460815716421	0.012595352137661872
23	11	49	Bacteria	222	3.6	-0.3	5.5	-0.3	Achromobacter xylosoxidans	0.4	6.3	-0.3	6.7	-0.3	Achromobacter xylosoxidans	0.7	Achromobacter xylosoxidans	0.005872304078582105	0.011885754834131627
24	102	98	Bacteria	59732	1.6	-0.2	3.2	-0.2	Chryseobacterium indologenes	0.6	0.1	0.9	6.4	-0.2	Chryseobacterium hominis	0.2	Chryseobacterium hominis	0.003416613282084134	0.011353556856483944



----
./data/060618/rapid-response-007_reports/chrf_rna_0017_s17.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	1	1	Bacteria	561	5.3	-0.1	5.5	-0.1	Escherichia coli	2.9	39.5	-0.0	44.4	-0.0	Escherichia coli	54.7	Escherichia coli	0.16320474777448069	0.4073394495412844
1	2	3	Bacteria	1912216	1.3	-0.2	1.3	-0.2	Cutibacterium acnes	0.5	25.4	-0.1	26.4	-0.1	Cutibacterium acnes	26.1	Cutibacterium acnes	0.03857566765578635	0.24220183486238533
2	5	6	Bacteria	1301	0.6	0.0	0.8	-0.2	Streptococcus intermedius	0.3	0.9	-0.2	14.1	-0.2	Streptococcus oralis	0.2	Streptococcus oralis	0.02373887240356083	0.12935779816513762
3	3	0	Bacteria	816	21.2	4.7	23.9	1.3	Bacteroides fragilis	10.8	6.2	1.3	9.5	0.4	Bacteroides fragilis	15.2	Bacteroides fragilis	0.7091988130563798	0.0871559633027523
4	7	8	Bacteria	286	0.2	-0.3	0.3	-0.3	Pseudomonas aeruginosa	0.1	0.3	-0.3	8.6	-0.3	Pseudomonas fluorescens	0.5	Pseudomonas fluorescens	0.00890207715133531	0.07889908256880734
5	4	5	Bacteria	40323	1.0	-0.3	1.2	-0.4	Stenotrophomonas maltophilia	0.5	4.0	-0.3	5.0	-0.3	Stenotrophomonas maltophilia	1.5	Stenotrophomonas maltophilia	0.03560830860534124	0.045871559633027525
6	6	7	Bacteria	836	0.6	-0.1	0.7	-0.2	Porphyromonas asaccharolytica	0.2	0.4	-0.2	0.7	-0.2	Porphyromonas gingivalis	0.1	Porphyromonas asaccharolytica	0.020771513353115723	0.006422018348623854
7	9	431	Viruses	11007	0.0	0.0	0.0	0.0	0	0.0	0.2	-0.2	0.2	-0.2	Saccharomyces cerevisiae virus L-A	0.1	Saccharomyces cerevisiae virus L-A	0.0	0.0018348623853211012
8	11	447	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.1	0.0	0.1	0.0	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.0009174311926605506
9	0	12	Bacteria	-200	0.1	-0.5	0.0	0.0	uncultured bacterium	0.1	44.0	-0.4	0.0	0.0	uncultured bacterium	8.8	uncultured bacterium	0.0	0.0
10	8	2	Viruses	-200010699	1.5	100.0	0.0	0.0	Bacteroides phage B40-8	2.3	0.3	100.0	0.0	0.0	Bacteroides phage B40-8	0.6	Bacteroides phage B40-8	0.0	0.0
11	10	149	Viruses	-200687329	0.0	100.0	0.0	0.0	Torque teno midi virus	0.0	0.1	40.1	0.0	0.0	SEN virus	0.1	Torque teno midi virus	0.0	0.0
12	12	97	Viruses	10242	0.0	-100.0	0.0	-100.0	Vaccinia virus	0.0	0.0	0.0	0.0	0.0	0	0.0	Vaccinia virus	0.0	0.0
13	13	156	Viruses	-200010662	0.0	100.0	0.0	0.0	Rhizobium phage vB_RleM_PPF1	0.0	0.0	0.0	0.0	0.0	0	0.0	Rhizobium phage vB_RleM_PPF1	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0025_s25.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	48.8	-0.1	55.4	-0.2	Streptococcus pneumoniae	33.5	21.6	-0.1	36.0	-0.2	Streptococcus pneumoniae	18.6	Streptococcus pneumoniae	0.9685314685314684	0.49046321525885567
1	1	3	Bacteria	1912216	0.2	-0.2	0.2	-0.2	Cutibacterium acnes	0.1	12.4	-0.2	14.9	-0.2	Cutibacterium acnes	26.5	Cutibacterium acnes	0.0034965034965034965	0.2029972752043597
2	2	4	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.1	12.0	-0.1	13.6	-0.1	Escherichia coli	19.4	Escherichia coli	0.0034965034965034965	0.18528610354223435
3	7	151	Viruses	687331	0.0	100.0	0.1	0.0	Torque teno virus 5	0.1	0.2	100.0	4.9	7.4	Torque teno virus 5	1.7	Torque teno virus 5	0.0017482517482517483	0.06675749318801091
4	4	1	Bacteria	40323	1.0	-0.3	1.3	-0.4	Stenotrophomonas maltophilia	0.4	2.2	-0.3	3.1	-0.3	Stenotrophomonas maltophilia	1.3	Stenotrophomonas maltophilia	0.022727272727272728	0.042234332425068126
5	5	59	Viruses	10358	0.0	1.9	0.0	-0.1	Human betaherpesvirus 5	0.0	0.3	12.1	0.3	-0.1	Human betaherpesvirus 5	0.2	Human betaherpesvirus 5	0.0	0.004087193460490464
6	6	295	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.3	0.2	0.3	0.2	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.004087193460490464
7	8	302	Viruses	687332	0.0	0.0	0.0	0.0	0	0.0	0.2	4.8	0.2	0.0	Torque teno mini virus 1	0.5	Torque teno mini virus 1	0.0	0.002724795640326976
8	9	304	Viruses	11007	0.0	0.0	0.0	0.0	0	0.0	0.1	-0.2	0.1	-0.2	Saccharomyces cerevisiae virus L-A	0.1	Saccharomyces cerevisiae virus L-A	0.0	0.001362397820163488
9	3	2	Viruses	-200687329	0.3	0.4	0.0	0.0	Torque teno virus	0.4	9.5	20.0	0.0	0.0	Torque teno virus	7.3	Torque teno virus	0.0	0.0
10	10	58	Viruses	10375	0.0	-0.0	0.0	-0.0	Human gammaherpesvirus 4	0.0	0.0	0.0	0.0	0.0	0	0.0	Human gammaherpesvirus 4	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0026_s26.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	1301	913.4	1.9	1020.2	0.5	Streptococcus pneumoniae	547.3	533.4	1.0	659.0	0.2	Streptococcus pneumoniae	463.9	Streptococcus pneumoniae	0.998238747553816	0.9918723660445515
1	1	3	Bacteria	1912216	0.2	-0.2	0.2	-0.2	Cutibacterium acnes	0.2	1.7	-0.2	2.9	-0.2	Cutibacterium acnes	3.1	Cutibacterium acnes	0.00019569471624266143	0.0043648404575556896
2	2	5	Bacteria	561	0.1	-0.1	0.1	-0.1	Escherichia coli	0.5	1.1	-0.1	1.4	-0.1	Escherichia coli	2.5	Escherichia coli	9.784735812133071e-05	0.002107164358819988
3	3	1	Bacteria	40323	1.3	-0.3	1.5	-0.4	Stenotrophomonas maltophilia	0.5	0.7	-0.4	1.0	-0.4	Stenotrophomonas maltophilia	0.4	Stenotrophomonas maltophilia	0.0014677103718199608	0.0015051173991571343
4	4	280	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.1	-0.0	0.1	0.0	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.00015051173991571345
5	5	47	Viruses	10375	0.0	0.0	0.0	0.0	Human gammaherpesvirus 4	0.0	0.0	0.0	0.0	0.0	0	0.0	Human gammaherpesvirus 4	0.0	0.0
6	6	104	Viruses	-200010699	0.0	-100.0	0.0	0.0	Mycobacterium phage Estave1	0.0	0.0	0.0	0.0	0.0	0	0.0	Mycobacterium phage Estave1	0.0	0.0
7	7	107	Viruses	-200687329	0.0	-0.1	0.0	0.0	Torque teno virus	0.0	0.0	0.0	0.0	0.0	0	0.0	Torque teno virus	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0027_s27.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	0	0	Bacteria	724	970.7	55.3	978.4	24.6	Haemophilus influenzae	371.3	54.3	2.9	56.3	1.0	Haemophilus influenzae	20.3	Haemophilus influenzae	0.9780087964814076	0.36629798308392975
1	1	42	Bacteria	561	0.2	-0.1	0.3	-0.1	Escherichia coli	3.9	26.6	-0.1	29.8	-0.1	Escherichia coli	37.6	Escherichia coli	0.00029988004798080773	0.19388418998048149
2	5	10	Bacteria	1716	0.5	-0.3	1.8	-0.3	Corynebacterium ureicelerivorans	0.1	3.0	-0.1	16.7	-0.2	Corynebacterium aurimucosum	0.1	Corynebacterium aurimucosum	0.0017992802878848463	0.10865322055953155
3	3	1	Bacteria	1912216	9.7	-0.2	9.7	-0.2	Cutibacterium acnes	3.8	11.3	-0.2	12.1	-0.2	Cutibacterium acnes	15.0	Cutibacterium acnes	0.00969612155137945	0.07872478854912167
4	9	9	Bacteria	286	0.6	-0.4	2.0	-0.3	Pseudomonas stutzeri	0.3	1.4	-0.1	7.2	-0.3	Pseudomonas mendocina	0.6	Pseudomonas mendocina	0.0019992003198720516	0.04684450227716331
5	10	107	Bacteria	407	0.1	-0.3	0.3	-0.3	Methylobacterium populi	0.1	0.8	-0.3	6.7	-0.3	Methylobacterium aquaticum	0.1	Methylobacterium aquaticum	0.00029988004798080773	0.04359141184124919
6	4	2	Bacteria	40323	1.5	-0.3	2.0	-0.4	Stenotrophomonas maltophilia	0.6	4.1	-0.3	4.9	-0.3	Stenotrophomonas maltophilia	1.5	Stenotrophomonas maltophilia	0.0019992003198720516	0.031880286271958366
7	8	35	Bacteria	469	0.2	-0.1	0.6	-0.1	Acinetobacter junii	0.1	1.8	-0.2	4.4	-0.1	Acinetobacter johnsonii	0.2	Acinetobacter johnsonii	0.0005997600959616155	0.028627195836044245
8	11	33	Bacteria	1279	0.2	-0.3	0.4	-0.3	Staphylococcus epidermidis	0.1	0.8	-0.3	4.4	-0.3	Staphylococcus epidermidis	0.3	Staphylococcus epidermidis	0.0003998400639744103	0.028627195836044245
9	6	12	Bacteria	57493	0.4	-0.2	0.9	-0.2	Kocuria palustris	0.2	2.7	-0.2	4.3	-0.2	Kocuria turfanensis	0.2	Kocuria turfanensis	0.0008996401439424231	0.02797657774886142
10	7	3	Bacteria	1269	1.3	-0.2	1.3	-0.2	Micrococcus luteus	0.6	2.6	-0.2	3.0	-0.2	Micrococcus luteus	1.1	Micrococcus luteus	0.0012994802079168335	0.01951854261548471
11	12	19	Bacteria	475	0.3	-0.2	0.3	-0.2	Moraxella osloensis	0.1	0.5	0.0	1.1	-0.2	Moraxella catarrhalis	0.4	Moraxella catarrhalis	0.00029988004798080773	0.007156798959011061
12	14	114	Bacteria	283	0.1	-0.4	0.1	-0.2	Comamonas aquatica	0.1	0.3	-0.3	1.1	-0.2	Comamonas aquatica	0.2	Comamonas aquatica	9.996001599360257e-05	0.007156798959011061
13	16	14	Bacteria	482	0.4	-0.3	0.7	-0.3	Neisseria meningitidis	0.2	0.1	-0.4	0.9	-0.3	Neisseria meningitidis	0.2	Neisseria meningitidis	0.0006997201119552179	0.005855562784645414
14	13	37	Bacteria	53457	0.2	100.0	0.2	-0.3	Janibacter indicus	0.1	0.4	100.0	0.4	-0.3	Janibacter indicus	0.2	Janibacter indicus	0.00019992003198720514	0.002602472348731295
15	15	5	Bacteria	745	0.9	1.7	0.9	0.4	Pasteurella multocida	1.0	0.2	0.3	0.2	-0.0	Pasteurella multocida	0.1	Pasteurella multocida	0.0008996401439424231	0.0013012361743656475
16	17	11	Bacteria	233191	0.5	0.3	0.5	0.3	Caldilinea aerophila	1.1	0.1	-0.0	0.1	-0.0	Caldilinea aerophila	0.3	Caldilinea aerophila	0.0004998000799680129	0.0006506180871828237
17	18	1742	Viruses	10509	0.0	0.0	0.0	0.0	0	0.0	0.1	0.0	0.1	0.0	Human mastadenovirus C	0.1	Human mastadenovirus C	0.0	0.0006506180871828237
18	2	4	Bacteria	-200	1.0	-0.5	0.0	0.0	uncultured bacterium	0.1	12.9	-0.5	0.0	0.0	uncultured bacterium	3.1	uncultured bacterium	0.0	0.0
19	19	257	Viruses	10294	0.0	0.4	0.0	0.4	Human alphaherpesvirus 1	0.0	0.0	0.0	0.0	0.0	0	0.0	Human alphaherpesvirus 1	0.0	0.0
20	20	645	Viruses	-200010744	0.0	100.0	0.0	0.0	Pseudomonas phage vB_PaeP_MAG4	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas phage vB_PaeP_MAG4	0.0	0.0
21	21	646	Viruses	-200010699	0.0	-100.0	0.0	0.0	Synechococcus virus S-ESS1	0.0	0.0	0.0	0.0	0.0	0	0.0	Synechococcus virus S-ESS1	0.0	0.0
22	22	1068	Viruses	1623292	0.0	-100.0	0.0	-100.0	Mycobacterium virus Omega	0.0	0.0	0.0	0.0	0.0	0	0.0	Mycobacterium virus Omega	0.0	0.0
23	23	1080	Viruses	1982239	0.0	2.3	0.0	4.7	Pseudomonas virus NP1	0.0	0.0	0.0	0.0	0.0	0	0.0	Pseudomonas virus NP1	0.0	0.0
24	24	1082	Viruses	1982251	0.0	0.0	0.0	-0.1	Propionibacterium virus P144	0.0	0.0	0.0	0.0	0.0	0	0.0	Propionibacterium virus P144	0.0	0.0



----
./data/060618/rapid-response-007_reports/chrf_rna_0028_s28.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
0	1	37	Bacteria	13687	0.6	-0.3	3.4	-0.2	Sphingomonas melonis	0.2	127.8	8.9	798.5	0.5	Sphingomonas taxi	0.6	Sphingomonas taxi	0.025487256371814097	0.5136039107223259
1	6	9	Bacteria	286	2.7	-0.3	8.9	-0.3	Pseudomonas stutzeri	1.1	15.5	-0.1	167.1	-0.1	Pseudomonas putida	0.8	Pseudomonas putida	0.06671664167916043	0.10748054287000708
2	11	51	Bacteria	407	0.4	-0.3	1.9	-0.3	Methylobacterium populi	0.1	7.3	-0.1	98.7	-0.2	Methylobacterium aquaticum	1.9	Methylobacterium aquaticum	0.014242878560719641	0.06348491670418731
3	2	81	Bacteria	561	0.2	-0.1	0.2	-0.1	Escherichia coli	0.5	73.2	0.1	80.8	0.1	Escherichia coli	121.5	Escherichia coli	0.001499250374812594	0.051971441435646755
4	4	32	Bacteria	469	0.8	-0.1	4.0	-0.1	Acinetobacter schindleri	0.1	28.3	0.2	69.8	-0.1	Acinetobacter lwoffii	0.2	Acinetobacter lwoffii	0.02998500749625188	0.0448961214382196
5	3	0	Bacteria	1912216	39.2	-0.1	39.5	-0.1	Cutibacterium acnes	14.2	45.7	-0.1	51.0	-0.1	Cutibacterium acnes	63.2	Cutibacterium acnes	0.2961019490254873	0.03280375635170773
6	12	75	Bacteria	34072	0.2	-0.3	0.4	-0.3	Variovorax paradoxus	0.1	6.1	-0.3	34.5	-0.2	Variovorax paradoxus	0.3	Variovorax paradoxus	0.002998500749625188	0.02219077635556699
7	17	3	Bacteria	1301	8.8	-0.2	15.6	-0.2	Streptococcus pneumoniae	5.7	3.5	-0.2	30.8	-0.2	Streptococcus mitis	0.9	Streptococcus mitis	0.11694152923538233	0.019810895992796042
8	26	104	Bacteria	1279	0.2	-0.2	0.8	-0.3	Staphylococcus haemolyticus	0.1	1.7	-0.1	30.4	-0.2	Staphylococcus hominis	0.3	Staphylococcus hominis	0.005997001499250376	0.019553611629253235
9	5	1	Bacteria	1269	11.6	-0.1	12.3	-0.2	Micrococcus luteus	5.2	16.3	-0.1	27.5	-0.1	Micrococcus luteus	2.1	Micrococcus luteus	0.09220389805097454	0.017688299993567892
10	29	12	Bacteria	1716	1.8	-0.2	8.5	-0.2	Corynebacterium ureicelerivorans	0.4	1.1	0.1	26.4	-0.2	Corynebacterium diphtheriae	2.6	Corynebacterium diphtheriae	0.06371814092953525	0.016980767993825176
11	8	6	Bacteria	57493	3.4	-0.1	5.9	-0.2	Kocuria palustris	1.9	12.8	0.1	23.9	-0.1	Kocuria turfanensis	1.6	Kocuria turfanensis	0.044227886056971526	0.01537274072168264
12	23	80	Bacteria	1578	0.2	-0.2	0.3	-0.3	Lactobacillus crispatus	0.1	2.3	6.0	19.8	-0.1	Lactobacillus fermentum	2.1	Lactobacillus fermentum	0.002248875562218891	0.012735575995368884
13	28	15	Bacteria	265	1.3	-0.3	3.3	-0.3	Paracoccus yeei	0.6	1.3	-0.0	16.1	0.0	Paracoccus contaminans	0.2	Paracoccus contaminans	0.024737631184407798	0.01035569563259793
14	7	54	Bacteria	590	0.4	-0.1	0.4	-0.2	Salmonella enterica	0.4	13.0	2.8	13.0	2.8	Salmonella enterica	58.8	Salmonella enterica	0.002998500749625188	0.008361741815141186
15	10	8	Bacteria	40323	2.8	-0.3	3.6	-0.3	Stenotrophomonas maltophilia	1.4	7.7	-0.3	10.4	-0.3	Stenotrophomonas maltophilia	3.7	Stenotrophomonas maltophilia	0.02698650674662669	0.006689393452112949
16	9	56	Bacteria	38501	0.3	-0.3	0.3	-0.3	Blastococcus saxobsidens	0.1	8.7	0.6	9.0	0.5	Blastococcus saxobsidens	1.2	Blastococcus saxobsidens	0.002248875562218891	0.005788898179713129
17	14	10	Bacteria	32207	2.3	-0.1	4.3	-0.2	Rothia aeria	0.7	5.7	-0.1	8.1	-0.1	Rothia mucilaginosa	0.6	Rothia mucilaginosa	0.03223388305847077	0.005210008361741816
18	13	7	Bacteria	547	3.1	-0.1	4.0	-0.1	Enterobacter cloacae	0.8	5.9	-0.0	7.4	-0.1	Enterobacter cloacae	0.5	Enterobacter cloacae	0.02998500749625188	0.004759760725541906
19	25	124	Bacteria	191	0.1	-0.3	0.4	-0.3	Azospirillum lipoferum	0.1	2.1	0.2	7.0	0.4	Azospirillum brasilense	25.8	Azospirillum brasilense	0.002998500749625188	0.0045024763619991
20	15	59	Bacteria	1860	0.3	-0.3	0.3	-0.3	Geodermatophilus obscurus	0.2	5.1	0.4	5.6	0.5	Geodermatophilus obscurus	0.3	Geodermatophilus obscurus	0.002248875562218891	0.00360198108959928
21	16	76	Bacteria	222	0.2	-0.3	0.4	-0.3	Achromobacter xylosoxidans	0.1	4.9	-0.3	5.3	-0.3	Achromobacter xylosoxidans	0.3	Achromobacter xylosoxidans	0.002998500749625188	0.0034090178169421757
22	38	2	Bacteria	482	9.1	1.2	13.1	0.2	Neisseria sicca	0.4	0.3	-0.3	4.6	-0.2	Neisseria meningitidis	5.4	Neisseria sicca	0.0982008995502249	0.0029587701807422657
23	22	65	Bacteria	283	0.3	-0.3	0.6	-0.2	Comamonas aquatica	0.3	2.3	-0.2	4.6	-0.2	Comamonas testosteroni	0.6	Comamonas testosteroni	0.004497751124437782	0.0029587701807422657
24	21	26	Bacteria	475	1.0	-0.2	1.0	-0.2	Moraxella osloensis	0.3	2.5	-0.2	4.4	-0.2	Moraxella osloensis	0.3	Moraxella osloensis	0.00749625187406297	0.002830127998970863



----
./data/060618/rapid-response-007_reports/chrf_rna_0029_s29.csv

	level_0	index	category_name	genus_taxid	NT_rpm DNA	NT_zscore DNA	genus_NT_rpm DNA	genus_NT_zscore DNA	name_x	NR_rpm DNA	NT_rpm RNA	NT_zscore RNA	genus_NT_rpm RNA	genus_NT_zscore RNA	name_y	NR_rpm RNA	Species_Assignment	genus_NT_rpm DNA scaled	genus_NT_rpm RNA scaled
